transaction_id,account_id,merchant_id,amount_usd,transaction_date
TXNGSMHOGJH1284HJ,ACC5GCU7CDCXQP5,MERETEQOFQYV72Z,7988.18,2019-06-25 13:12:47
TXNILGGE24MN2NYIN,ACCK2KVF4HXSBCS,MERMD1NZZMP72DD,1426.97,2019-06-25 14:24:23
TXNR94G1PB1BQVQHE,ACC0V0XIYRBRU9B,MER059J4AHQJQZS,5144.22,2019-06-25 16:07:05
TXNOLASSZ87LVWPVH,ACCD88USVZE4BM9,MERJ6QKBPXGS8YX,3955.81,2019-06-25 16:10:14
TXNI96KEPC48SNUZ6,ACC2O53JDFMCQIB,MERB825REZL0U12,3201.38,2019-06-25 17:41:16
TXNIUAGWMCD2UV2DH,ACC1WP7YUU2NPNX,MERZL2ONZ43QZFK,4896.46,2019-06-25 17:59:10
TXN07Q2LLW1C68CBS,ACCZ62Y6WDE9D8I,MER8OKSH4Q12TNW,4403.14,2019-06-25 19:07:19
TXN04UT64361UD5JG,ACCM1VR6HSQ1R95,MER4OWTYZCE1XNI,3988.27,2019-06-25 19:46:50
TXNFSY2OZQ7X9B2SW,ACCBNF5M9H0EJHY,MER3QTUNVDK3IR1,7089.54,2019-06-25 20:08:11
TXNOKUGUQ30VRO82G,ACCBMOFG2IILBT4,MERFG922C7PDAT2,912.79,2019-06-25 21:25:05
TXNML5FVCJ44RU81K,ACCYUXCD9HX993E,MER8RWFZTT0ZB87,2955.63,2019-06-25 22:32:25
TXNUSX3YU2BQ9BF2W,ACC0S9KJAQLTW5K,MER04AILYRHEDNH,5380.86,2019-06-25 23:07:53
TXNX0MVAKXNBPKQ02,ACCNPOBFZ681W59,MERZWDD6NHYSMII,2988.18,2019-06-25 23:09:14
TXN7H9VIL89D0VD4D,ACCPTOPCDAY9LQ3,MERPSS44BTKK3OK,5651.69,2019-06-25 23:38:04
TXNOJFEW0A29DTWC7,ACC7A2T65EZY0D4,MER7O3X8736G7V5,7340.24,2019-06-26 00:06:47
TXNCEF8ZR0XNYYT70,ACCM9M2AUH05WGF,MERLTAY67TUQNHM,8377.88,2019-06-26 01:31:26
TXNTSQNK1SQEGE4S9,ACCQ9NLOHVXOGBE,MERB2VPPNZQ5WMT,3729.54,2019-06-26 04:17:09
TXNA0DYMSAOZ9MWGA,ACCAN1KTLFCZP20,MER0NHNHI4JIR9S,1153.2,2019-06-26 04:22:41
TXN4P2OVQBG3MQ7YA,ACC1FGP6KOLSVE7,MER1A10ZBMV62YM,3435.35,2019-06-26 06:15:14
TXNJ9Y8F23KJ6UH3A,ACC32TJEAEN66OD,MER1O51ZUIT7SAX,5011.67,2019-06-26 07:56:02
TXNUBSCGF9DE522G8,ACCO6P2ZVM3RSUY,MERJ5QPXHYMJEOP,31.38,2019-06-26 08:11:21
TXNW2ZORXZJQEZX57,ACC4DWUDVX0HOKK,MERXC67B1WKQQVV,5271.03,2019-06-26 08:52:19
TXN799GMAWFZDCXJR,ACCF5ZSAJ9VRE0J,MER4EMIIQFARHV3,6004.22,2019-06-26 08:52:31
TXNSOXQP1T8FXP3FH,ACCOJ4GMVSLW7X4,MERKB9J43MPKAFG,1398.04,2019-06-26 10:44:36
TXN3RIX0GIX5VC2P5,ACCJ0I6K1YX430Y,MERC0OHV3FR7FNI,9127.04,2019-06-26 12:02:56
TXNHS4Y9J1HMW5CC0,ACCBHLJ49Z4XILY,MERQPF5QX1BKZP6,9311.58,2019-06-26 12:40:14
TXNQJT2TYSBJ11HSI,ACCM8E70DLNAU8K,MERD636C1LZ8ZJZ,6051.29,2019-06-26 13:16:30
TXNUW8MOKDX5ZQ9JV,ACCDVTMJM79ZT2B,MER7O3X8736G7V5,1178.51,2019-06-26 13:26:35
TXNIYGQ4AKA7QLK9B,ACC51KR959EOID7,MERUXHUN54QAKDO,493.97,2019-06-26 14:08:03
TXNJGROZN6JN07N3T,ACCYZNX89TM78AS,MERUWK378SM5PWG,4966.94,2019-06-26 17:57:09
TXNSD33REI54QCMYY,ACCSTTNBIEO0ORL,MER4QUUTD570GNH,1836.05,2019-06-26 19:56:45
TXNNWFUE72EQTB61J,ACCJ09T9FJ0MWXA,MERC7CDSX8DRA43,1784.71,2019-06-26 21:11:28
TXNR7EQBE3YP2SVH1,ACCK6MSRS7HBWTM,MER3KZ068DO2UXQ,934.04,2019-06-26 22:21:03
TXN0VE55VMGQEOCAF,ACCOJSAOD0PMER0,MER1XXCRXOY3AGQ,7357.05,2019-06-26 23:31:03
TXN5U0RR59C9ZD7HC,ACC6194GRDWCYMG,MERZJY2MLMCOABX,7618.21,2019-06-27 00:52:33
TXN84KPWBS427MPU2,ACCGZFJU6UB2E4G,MER1J2SI8APF4HR,1440.0,2019-06-27 01:54:47
TXN8DRUBWFG8CHX3M,ACC2CZOCFZ0ISO7,MER2V2JXEZXITAP,3772.21,2019-06-27 02:21:14
TXN72BI0ADDNNTOGB,ACC0GR14X38Q6H9,MERNWLBAVMORP9G,3775.08,2019-06-27 03:22:23
TXNCZ3E66010IION2,ACCNKR8EVQYTWVV,MERFP9EBGRMB579,277.69,2019-06-27 05:32:00
TXNNTQ9BRPU7Q4O9P,ACC5P71984T96YM,MERXSBQ131W031Z,7731.8,2019-06-27 06:42:09
TXNB9KT7S8NUZNT1A,ACCXGZGLC0JEI8B,MER8GUZ7ZWECKRD,736.13,2019-06-27 07:00:06
TXN7CAMVI50PEG7GY,ACCQFQFXUW0UE66,MERZ06KZRBUEC4C,6538.6,2019-06-27 07:17:23
TXN2JXN3XA892TVLU,ACC3HC86Q3QPUJK,MERAKUYOR7YZHUU,8261.84,2019-06-27 07:34:41
TXNMAS9D5WRP9JPDS,ACCS4C9MDJZBYL1,MERADSD44E3C62V,5041.39,2019-06-27 09:44:33
TXNOYSBOG1U7WRCTA,ACCA1B6LFCVBFA6,MER1XOJBTP0Q15P,179.89,2019-06-27 12:19:46
TXNA38L12MJCLUN1I,ACCQRMDIOOJYPPN,MERZ5ZSRSG1P1X3,3270.64,2019-06-27 13:14:56
TXNS8Y7AFBXC9W0Q6,ACCI4CYY87RPCAY,MER54EKNPCIELF7,3694.31,2019-06-27 13:27:05
TXNP7NJ30M9D4O2I4,ACCKK5TV7Q2Y3FK,MER6ON64SXE9XOG,4855.86,2019-06-27 14:14:55
TXNSCMEYUKYT2R1LY,ACC2QHV1QC7LW1N,MER1CFPNY3IRGQS,8936.73,2019-06-27 14:19:11
TXNTKUM17WYOK22F9,ACCNI0JFRI3PN6L,MER1USHASPZZAG3,5084.51,2019-06-27 14:29:08
TXN8FN0QJZXDVC36M,ACC7CJSA1TKZ8I2,MERRXP8I436DKWL,150.28,2019-06-27 16:00:43
TXNLQB3JU90R6GCSN,ACCQEHJCZU9IGHA,MER6UOGZSAASAJ3,687.74,2019-06-27 16:56:41
TXNHNY18Z6ISTPW7O,ACCDF37SD3EZNUK,MERW1LJJO7ERDLG,9432.48,2019-06-27 18:11:03
TXNRG9OSHO1M78O6E,ACCGYE6J1XBQ3N7,MERG8Y1BNNPZYQF,7386.69,2019-06-27 19:28:22
TXNMYIM9H2L3AJLO3,ACCN5BES1143RWO,MERXJVA7OE2CSFD,1919.23,2019-06-27 19:31:31
TXN0JD5HI1S3ZG2JD,ACCY2C1TAEMPPXY,MERX3IXOJHY5PPB,1227.28,2019-06-27 23:19:34
TXNM1BSSKEKP48K6N,ACCSW9IEBQAEF18,MERAOTF3Y6L0RBM,9703.28,2019-06-28 02:00:41
TXN3D3ZA0OICKFW1O,ACCE5L4HCNTMM18,MER9S018K8TW3B2,1049.75,2019-06-28 02:11:46
TXNG06D0BMOZXQHFR,ACCJ0KZFGVLUCB7,MERWOPKSXOAUO3F,802.13,2019-06-28 02:14:30
TXN9GMXAKV1HE2SQ1,ACC916P3JBX799G,MERKB8YN67TS6OH,5331.98,2019-06-28 02:18:40
TXNF4SUOVNZWBNJFP,ACCBK0XJRNBX29J,MERMLZN67Z2P9JM,68.44,2019-06-28 04:53:59
TXNDRXHT4XTXJ3612,ACCB60RF38ELNDF,MERQVRNGOSWTOWM,1242.35,2019-06-28 04:55:16
TXNNMAYWOUT4VYDPN,ACC0J2HAH37MDWO,MERPKMHLE6LBEJD,358.69,2019-06-28 07:25:38
TXNK46WZGEMMHBP7T,ACC0KN2S8DMDASI,MER9TC9LAB7J9NJ,9491.51,2019-06-28 07:44:23
TXNK80FC2A899D0J7,ACCJ867PSG4637P,MER1LHMA545J6YK,1166.49,2019-06-28 09:01:29
TXNY4IN16EIZ1RJXE,ACCLGNRK7LZ1VKB,MERMT4ZF0BAQIQV,1217.63,2019-06-28 11:56:54
TXN0OTYDW8B6R9321,ACCHSKAAEHYU0WS,MERE3HO066VDN4R,7035.98,2019-06-28 12:51:01
TXNRVUZDL2L7B6Y4R,ACC0MF43XBFOM48,MERKXHRU9CUBV7C,176.88,2019-06-28 13:52:40
TXNXQAGE3ESM69DGA,ACCP7VISZMR0B8Q,MERT9GFWC7HJDNK,260.85,2019-06-28 14:14:34
TXN7Y0JO1W90IJ39C,ACC2AWLKP45ZIGH,MERAM3GQH1IG648,6972.03,2019-06-28 15:01:59
TXNSVQB5Y2EICAACB,ACCJEMN76SEJI7D,MERT4LNDAZ9GQXT,2424.92,2019-06-28 15:45:08
TXN800O0B2JYB3KQS,ACCUANTQWB5G23L,MERQCIMCP32GN97,365.79,2019-06-28 15:47:39
TXNZTD4N5U5CNEO9H,ACC950KO00LKASH,MERBSVLNA20YIMD,1189.08,2019-06-28 16:18:11
TXN9FIJPYG478WOUE,ACCWEN2MO5AM39K,MERNVT2VU66I3LB,3472.67,2019-06-28 17:46:17
TXNVUR1Y38K4X5ZDE,ACCJ4RMR0423VM8,MERUB1TUP9MGDVE,9568.9,2019-06-28 18:32:35
TXN8TMYJOV3XZQQM9,ACC0FFZF8ZTR47J,MER9DTCL358EQ59,4033.26,2019-06-28 20:46:46
TXNWKAE7BT5GRBXVL,ACC02YT8M5T2SC2,MERVGARNWLP410H,8237.75,2019-06-28 22:19:10
TXN7KH3SRNA3Q940U,ACC3RPNERXPLX5I,MER2SDP7G7S4YRE,8125.49,2019-06-28 23:17:26
TXN1H3G6O6LAKJHW7,ACCOTROUYZW9ZPS,MERIS5Z98E49KQP,9376.61,2019-06-28 23:42:56
TXNTA3T7RHMFMR1U5,ACCMUCWWCOFP0K4,MERQ58V454WUBH5,3766.1,2019-06-29 03:06:57
TXNBIBXGLUL14DKUZ,ACCEY4MH8KHAUD0,MERYK1JPE0Y2EYN,8507.94,2019-06-29 04:07:31
TXNKT6U9WFXQXXFNL,ACCC6FCCJQGFODP,MER53Y51YZ1JE89,4852.51,2019-06-29 08:11:54
TXN2BI48XS8VIQW5L,ACC407VJY9ABLJZ,MERXREL8YSYTACV,4366.75,2019-06-29 08:25:01
TXN7H8QFSNLK279ID,ACCR8DGQ8IHRO6F,MERUW7U3ELPZDXN,9081.98,2019-06-29 08:29:37
TXNXUDWVLK90R2EWJ,ACCM9GH8GBL9EWT,MER7D7WRMKZQ1NA,2139.37,2019-06-29 08:31:29
TXNVSXAR0UXCK4MP1,ACCDCIDC04BH761,MEROWTCA8P6GM75,225.3,2019-06-29 11:42:46
TXNLHESB6XQ9WTPWI,ACCI56JKUYBT5RH,MERWOIJ0S62OVPB,3909.63,2019-06-29 15:14:28
TXNS1Z9CZCM1JM5QR,ACCRB4XSTETMUZ6,MERMMGJTZOJLWYC,355.35,2019-06-29 15:15:30
TXNTS1G8ZVQN6C2JW,ACCUUJ0CTDG4V03,MERIRJPOT8ZM0OP,1825.7,2019-06-29 15:33:17
TXNEGBU2J6QV4A0PX,ACCJZZXGZ24ZBT2,MERI3XBI0HN3M1Y,8022.32,2019-06-29 15:45:57
TXNJZQIE3WQH19Q9O,ACCAE8MM1KZTNBB,MER7JJHBICQ9DKG,7878.24,2019-06-29 18:37:37
TXNZGBRIHSIJ2TFP2,ACCNUP8H20SKT0J,MER91SV3HBOG0T1,4845.67,2019-06-29 22:14:16
TXNVMPOWU7ZEUMMZV,ACC5Z8RPEJYVRAI,MER85MTHGUGH87Z,697.56,2019-06-29 22:33:27
TXNVE7WZAZVO0PFQ6,ACCRTUXNMPZWNHA,MER2Z9IJ9HXB5TX,9558.56,2019-06-29 22:59:17
TXNAG6B2AN05GNO3S,ACCIKAZCVQNFLZL,MERUW2GIMQGLGRZ,1178.72,2019-06-29 23:40:02
TXN78O0RXNTBJKX1Q,ACC88X3FH8K9IPP,MERRZFIAZA21D2I,2086.17,2019-06-30 00:01:33
TXNHMZSRGDSLT3B88,ACCRTDDZLO3JLBS,MERNMSIYZNDDL7P,4236.59,2019-06-30 00:39:34
TXNL00ZIN8EALPJSC,ACCCHYQI2JGWATA,MERI8NV7HMV8KNE,7871.28,2019-06-30 01:02:26
TXNNGMOATVLBGJW2S,ACCGL2NI7I10BEW,MERK78UWVBX3DZ5,4658.37,2019-06-30 01:47:53
TXNSMCW7BCZFHNVZU,ACCD1NRAUO48URV,MERGAA5J49YDJ9Q,3990.64,2019-06-30 01:59:33
TXN6ZUVYGETYXRZ12,ACCVJN7B7QUS5YF,MERBWLX6X5Y91AW,2605.65,2019-06-30 02:02:07
TXNNGEJHP4BFFSEDG,ACC5KVP26HJPGWT,MER049SHRE4LXG7,7322.61,2019-06-30 02:25:57
TXNJWHC5ALI2RWKS2,ACCNWBDI74WEJRJ,MEROKDIM3PRE3Z7,1612.08,2019-06-30 06:37:37
TXNI5C1HFKVP8HORX,ACCRJ4L1M97HXMU,MERVHS4C0Y1D6LX,6959.88,2019-06-30 07:13:10
TXN15C9LU2S05HNE0,ACCSHIHWWZDSMRV,MERFAJU3SV6YMUL,9182.01,2019-06-30 07:36:45
TXNFSEI7B0DM19NCI,ACC3X5XWEQ9OQL2,MERXEE7FNZQY05I,3292.99,2019-06-30 09:41:06
TXNY9UY6BMFH4SGU4,ACCTZ9WRYW0OTFF,MERJI8BUZH5RTB3,5382.14,2019-06-30 12:47:11
TXNTU5P67525QPHIE,ACCLBS3NACVVKL4,MERCU4JU4JY3J6S,1192.18,2019-06-30 13:23:29
TXNM88A149PN6PPZX,ACC4SUO50GWU8U7,MER3M2EF21KZTAM,731.32,2019-06-30 14:18:04
TXNY82XSW11FED4DF,ACCRB07R0EFHVL0,MER2TLRJ5B25P74,6713.07,2019-06-30 18:02:09
TXN5YGPA9V7A5KLMG,ACCQT7JZ3789RV5,MERRHHREZN5HKJH,2054.39,2019-06-30 19:04:36
TXNWRO6U2KYV6EI1O,ACCM339J2J6MB1D,MER8ODCER6O2HL0,7677.9,2019-06-30 19:14:19
TXN3MIVGH64ZLPUXH,ACCUFH3T1CEV1OV,MERTKXPM844XHYQ,4985.16,2019-06-30 19:30:27
TXNY2XVDW1FAPQ8LA,ACCPODGZLASJCZF,MERSBRS7WTFX6O3,3226.72,2019-06-30 20:41:56
TXNJKH4Z4WSNNK4MJ,ACCKG1NQ9MSFYIK,MERY5W1KT3F8NCZ,5895.73,2019-06-30 20:43:36
TXNPIB4F0EJOTTW8Q,ACC0KPXCE2LGL53,MERBL401NEXJ9PN,8573.1,2019-06-30 21:24:06
TXNC0UCA2DL97NOE9,ACC4L3IEYS9XDLH,MERPNGKYQ010NWQ,7548.69,2019-07-01 03:04:18
TXNYZX3CPFJPXG8WX,ACC99TIFSXZZFJK,MERUDESLM5A7SG2,2267.7,2019-07-01 03:49:42
TXNKS7FTYLURU6M2I,ACCRW4E84I6PDRG,MERG0U4RMLHZBM5,2768.79,2019-07-01 04:02:33
TXNLH4MB18JEON7RF,ACC6WF5IM3QTTBS,MERV9U2SE6Q9TIU,2657.13,2019-07-01 04:31:45
TXNWDAZDXYRPBZWHT,ACCNS2TJFK2JEC2,MERCYBE471Z2WFX,824.35,2019-07-01 06:56:16
TXNAQ9JBIQRKNY6UG,ACC2M3EV5OJVJ28,MERSS77KBUUBYNC,5686.5,2019-07-01 10:36:30
TXNLNOFS0LCXN0XCY,ACCRH4MZQJ6AXSX,MER23XLK0Q89NVV,2533.12,2019-07-01 10:44:50
TXN7XRBYMB3G5LIXJ,ACCBHHXGTA2GVCX,MERS6TW6HR1CPRZ,4149.07,2019-07-01 10:56:42
TXNUR9ID3V978NZ96,ACCLKS15PWVPG92,MERW6TAXXVXGGP1,26.34,2019-07-01 11:00:31
TXNL7GNXB8TFHYDQX,ACC43NZXOBGDH14,MERLIL8QSC79FC0,452.25,2019-07-01 11:08:44
TXNGL9PMV6XDTQNHI,ACCOAD2JO9A09QQ,MERYNA80B6NP2WU,5101.33,2019-07-01 12:37:36
TXNYHHDIJKD1ZLKTH,ACCXNUNDU64KIJK,MER05O8VG8C6QUY,9722.36,2019-07-01 14:25:15
TXN9CIJFO6D48V77M,ACC5IRUSQG8GW91,MERQ00U2NHWBT7B,1718.04,2019-07-01 14:25:55
TXND859LI4JRJABIU,ACCDA1OXD7T5WEW,MERGPN19V34U0BK,6096.61,2019-07-01 15:02:50
TXN8DQCFRHXIH4YQ2,ACCSUB89WKZ6I8H,MERBFY210LMT9DR,933.6,2019-07-01 15:32:20
TXNFQOVN43OGJ31UO,ACCOISBTEM2H40B,MERJL3YJVKCV9IB,3417.89,2019-07-01 17:36:57
TXNBH21L4YC93ZQNM,ACC0H04PJQDSGXJ,MERW2H0D505BT4C,6150.77,2019-07-01 18:21:37
TXNS9KXNDGW1XAMVS,ACC51MALFZ7FZEN,MER8ODCER6O2HL0,9151.12,2019-07-01 20:02:40
TXNAPDEOZPOXRYDMP,ACCC2Y3MNBOKWPJ,MERCDSSV30XH0PV,1868.71,2019-07-01 21:00:30
TXNDYVIOB5QV5OQAI,ACC7JAJSUXZWTUB,MERDRW03N5WE43K,9927.15,2019-07-02 01:25:06
TXNMEXHDHPXSTHWYM,ACCHX7SGSY8M5X3,MERVM4NGX8FZAQH,4472.67,2019-07-02 01:29:44
TXNNV2GLBC99SQTVA,ACCYMORLF3A0RQS,MERQBNNLLY9S8BV,755.26,2019-07-02 01:56:49
TXNKBR79HH3UH8LAU,ACC4HM3VRPV6OQE,MERW9FB2AYC3BA8,4334.93,2019-07-02 05:11:34
TXNZAWON1J06DSZ6Y,ACC77RISL7YPY1M,MERS2WNHI4U0GXE,1076.3,2019-07-02 05:51:50
TXN4BR3SA4K0G63U5,ACCLALIS2UMAJRT,MERLBPIGJRNKOZ5,4817.77,2019-07-02 07:28:59
TXNIT4W75O4R6FV4F,ACCHJ0IWJF9PDHC,MERIJJDN9S8BD2C,9033.0,2019-07-02 07:54:15
TXNHBS5UTB4S4C9JW,ACCA2MVJ4VPP9VU,MERZERLZ3R9BYTG,940.26,2019-07-02 08:02:55
TXNQKVZ2RD9KZKDG3,ACCA3JECJMW05W9,MERSDQPKMLKF8TJ,4026.73,2019-07-02 08:03:51
TXNGY94VK34CVUQT0,ACCF33S6FQ6M6AU,MER5HFUO5D4YX6R,3023.56,2019-07-02 09:32:02
TXN56T4WGD32322G4,ACC18MOEV4TGZQZ,MERSI9EQ7DC7PN8,3250.57,2019-07-02 13:50:11
TXNMW8E7IWN7TZ2LI,ACCIX9RBSU1WRDO,MERVRD4YU07MOH0,7280.51,2019-07-02 16:57:12
TXNYGNUJN0V9F1C60,ACCZU2Y1VKEHPT4,MERPP69Y21G3F56,8359.65,2019-07-02 18:34:49
TXNJD6IT420S6ZZVM,ACCNQ0NWRJYOTRQ,MERVTIWCD0ZI8AQ,4415.51,2019-07-02 19:01:57
TXNHJDKKICS8LATED,ACCTGJTZGQJXMJ2,MERPF8MWUWI1HG6,3608.26,2019-07-02 19:05:12
TXN4UUOV9KX5INMDV,ACCELPA05YK5BCO,MERU152GYHQKFCJ,3712.83,2019-07-02 19:42:43
TXNFDD690QHJU8EEN,ACCFBPB03WTM7AO,MER05O8VG8C6QUY,1829.48,2019-07-02 21:38:00
TXNRZCYYX7DOH0ZO7,ACCYG2W5M9CH5WM,MER98X6FY44JRZO,5223.11,2019-07-03 00:27:51
TXN80FH5D9WNCJGE7,ACCM9E8KKIRSH60,MERHS4BQM7499D6,6381.54,2019-07-03 01:33:07
TXNOQO65EZIWWPJYE,ACCVJZ5PSFUQLN6,MERNOPLES41E2QF,4445.75,2019-07-03 01:34:54
TXNPNLCSJYQ6WJV0G,ACCMOY962S2LRJP,MER9NGHGAVNJ5C3,470.04,2019-07-03 02:37:16
TXNLUWPSLSO59U7WK,ACC6M36SVJLBSVE,MERIKAEADKFDRMC,1456.84,2019-07-03 03:15:56
TXNUWWOC4KRML6Q7A,ACC0TBM6D2L2U9H,MER26JAXWEBMBHP,5184.62,2019-07-03 04:12:11
TXN0RDCUZ18GH6MPL,ACC9SKDMZKYO6UG,MERBAWLOS1QSP5I,2900.09,2019-07-03 05:30:39
TXNTJGTK3ON4QJ188,ACCC9HDOIABD557,MERFEXHPSMWU0HT,6258.52,2019-07-03 05:48:56
TXNYVE3S086WBLL4E,ACCO9S6RNKXGTGA,MERAS5KG8O708CB,5874.97,2019-07-03 07:55:04
TXN3S7PJ607IGPFGD,ACC8PG5D9HPITHQ,MERARTHBLUBXEI3,4719.23,2019-07-03 12:03:34
TXN753OGLTGYN01KQ,ACCU7JF66BJAJFO,MERYB4O1O69OX81,2659.8,2019-07-03 12:21:46
TXNTFEU5YPLHAAJ0H,ACCXGQZHS6TGKIE,MER7HRM4UOBTWL7,429.59,2019-07-03 14:39:13
TXN3R7L8NVJ17VO5H,ACC84XQCL9DL7L0,MERJ92BBW7NVRZH,4571.88,2019-07-03 15:05:04
TXN0UFKUN4AUFUYG7,ACC9LMLNAYG2157,MERL4LSGOX26L0D,762.79,2019-07-03 15:05:27
TXNUEDNGXCEL0LHW8,ACCU7VQ7YMJJEXP,MER4BDR4CXMZOV6,8010.45,2019-07-03 15:20:54
TXNIWJF983T0RT4OP,ACCAVAFBH4ZZO21,MERZZHP3EXBUVCV,3161.91,2019-07-03 15:59:30
TXN0JH8ST5SQ6M1ZC,ACCPKC7YKTVG73P,MERDRBQ9SBRBT2X,3531.0,2019-07-03 16:24:30
TXN72FRKTSTDT0U1E,ACCPWG7U9OMV7C4,MERTO2DVONKOS8U,3046.52,2019-07-03 16:30:37
TXNMLZ62PK15FOWG2,ACCNT4IHEFU3ZJ5,MER7D2N7P9NXCKA,1083.41,2019-07-03 16:34:28
TXNSH2CKNEUJ0LH0G,ACC15VT90HRZMSC,MERHK15OAWXV6G8,805.34,2019-07-03 17:57:07
TXNTKT2YKMGCBHZZX,ACCVMC55BORVKP2,MERGCZAYBZC5KYD,6689.23,2019-07-03 19:02:36
TXN0X6I9BNUXKBS8N,ACCJUCVNADPG9R6,MER88VIGLXZW0X4,9913.16,2019-07-03 19:14:44
TXNPDDIQHQ24VSNY7,ACCJSAWXR46IN22,MERZBSADP28H1ER,5279.59,2019-07-03 22:02:41
TXNT0ZNLE90URSP4Y,ACCEN9TCMT8LJ77,MERK5P3SWXSLF4P,8350.22,2019-07-03 22:42:42
TXNVUX1BDT4XPO08U,ACCCJ4US2MC4CL6,MER4VUX390K9N70,1314.32,2019-07-03 23:47:18
TXN43BI77PUK164SF,ACCMSGB4VJ1EJK2,MERM6XXQP1EDWMF,5926.48,2019-07-04 00:01:32
TXN45DD9L2BXFZZNK,ACC3U6D4C5KNSGL,MERY8O1RX65RBD1,2608.69,2019-07-04 02:03:05
TXN0FRYUJB9CMG9XN,ACC8HLZ88MZBYFG,MERKH2278WUZ0G0,2113.5,2019-07-04 02:53:34
TXNMZ55AVNTKJ4S8Z,ACCJUJBKPFXE8AF,MERC8N2Z3A7ZGVV,7782.88,2019-07-04 03:34:43
TXNWTNBW1FBD5107J,ACCF8XFR93V1AR2,MERDMS0PXJR57TS,5542.44,2019-07-04 03:46:57
TXNYM2BVXTQ02HL5D,ACC0Z28E4U3D8J5,MERUO0PW43B4U3N,4764.45,2019-07-04 05:04:02
TXNSSM0NEA8N5GX7I,ACCNPOBFZ681W59,MER4PXOXP1Z9XNR,7491.03,2019-07-04 05:54:16
TXN5BMUODXRE87AZG,ACCR1B5VRY8EXXL,MERBQCAOYGTKZ5N,3757.82,2019-07-04 06:32:10
TXNYE5DN7UN76O6TB,ACCOI03OK02EIAX,MER9WWU9BA4CRN9,6627.71,2019-07-04 08:05:10
TXNAACKFHA9OQM8CF,ACCKABTM0MZE4I8,MEROACIFNNROQKB,9232.3,2019-07-04 08:14:13
TXNFQVZRVNHV2918Y,ACC2KT1G0C984X9,MERERG9HUS6SSS6,685.02,2019-07-04 08:27:59
TXNFVTDUSO8AXO7X5,ACCK60WQDDPNMNF,MERM998WVXPRLK2,6564.42,2019-07-04 10:03:01
TXNT2HS0N0XCS15WI,ACCIE6W79Q015FO,MER2GA2ZQNU5WNL,7916.93,2019-07-04 10:28:55
TXN6Z6X492PQTOE81,ACC7PR248J15LQE,MERXQY4OAUJTPE2,2989.0,2019-07-04 11:06:09
TXN5HYBQE51VKGYIJ,ACCMT3KTKO12678,MERDITD6B5KHNQQ,2851.47,2019-07-04 11:55:55
TXN33DKBNLWC9IGML,ACCGG0TIKPTME8R,MERVZ2JZ4PNXRUW,8873.39,2019-07-04 12:57:19
TXNZYFMLPHBTZTGKZ,ACC09QWV5F1N2PI,MER1QKJVUB4D4LK,3349.53,2019-07-04 13:25:37
TXN8DQUTQ1E7F6GIJ,ACCCVV3HJJNWWS8,MER4XQTBAAU55PM,2997.08,2019-07-04 13:50:29
TXNX9Y5FEBYS58S6G,ACCUSGHVRS4C6UK,MERK2XG3RW6QYUP,4222.18,2019-07-04 15:04:16
TXNLT791M3JGMJ9NX,ACCXBPTJ58TFEUX,MER11MOEN4OE0HW,2180.1,2019-07-04 15:27:39
TXNDTJLXR59Z4QPP5,ACCP6ZHEXLCRR1U,MER8IDN2631R05V,688.28,2019-07-04 16:26:31
TXNLRB8KKOOY6D0S4,ACCL80O8U3PDDEO,MERFDG2TIG8SLNW,5500.6,2019-07-04 16:42:27
TXND7LZ474YR61K5F,ACC8ZVJ2L7NHU4M,MERACG01WMYAI6A,1081.07,2019-07-04 22:03:11
TXNLY85UZ9CRBOO5D,ACCK2J7M56WTINX,MERF9L79XSFQ8I6,2480.13,2019-07-04 23:33:56
TXNY9Q63YG7JNYDKI,ACCIGU47ET7ITD0,MER37MBTQ21KQWW,2515.19,2019-07-05 01:47:28
TXNWEJJN8XXS2WUJ4,ACC12CKVQNRJB94,MERF9HQ7UZPAHWY,9416.55,2019-07-05 03:53:44
TXN4WO1XR4W76HUIP,ACC4FABEYSHSQHP,MERKB8YN67TS6OH,3581.91,2019-07-05 05:33:16
TXNMO48VYOIQT0N1V,ACCJLE0NZMS50RO,MERT0O2O8O61VVL,3520.54,2019-07-05 06:30:46
TXN7LANF6PQXTSFF1,ACC0J2AL0HNM8JG,MERVPX2IJSHS9H6,2152.81,2019-07-05 11:35:55
TXNULRB31FO2QNQHX,ACC2SVJWQUBVEEC,MER4QZQJMAJXV2Q,8774.37,2019-07-05 17:49:26
TXN1B5ZJF0GELHM93,ACCC29M4OIAYMCS,MER9WCS7VTYW9EQ,3544.83,2019-07-05 19:05:28
TXNV9AYM8M0HUEYPA,ACC1LIL26AOTFFA,MERW248ABTWT76S,3101.05,2019-07-05 20:33:09
TXNMM9EZKJ1J6DOZE,ACCP72DEENUJ4KW,MERJWTO6RPBXY5F,6674.23,2019-07-05 21:38:37
TXNMA7Z5HUI9RF1MV,ACCR6FGHKS7273H,MERX22A3AVDSQ2R,3450.2,2019-07-05 21:57:41
TXNNPP38QTTND4G8C,ACCETB258SKENW6,MERL1UZZGHRC9GI,4346.05,2019-07-05 22:10:44
TXNW0R9FYQXCKYPQ5,ACCK547L8HYM3IV,MERPO3X3WYKSGT3,9082.92,2019-07-05 22:17:21
TXNAW7H9CSAGZGJZK,ACCY0WYL1NL5BEP,MERB7N67K6OQKSG,6235.72,2019-07-05 22:42:59
